,address,available_bike_stands,available_bikes,banking,bike_stands,bonus,contract_name,last_update,latitude,longitude,name,number,status
305,FACE 29 RUE JEAN JACQUES ROUSSEAU - 75001 PARIS,2,20,True,22,False,Paris,2015/06/09 16:00:16,48.8629981668,2.34155507783,01012 - BOURSE DU COMMERCE,1012,OPEN
306,RUE DE LA POTERNE DES PEUPLIERS - 75013 PARIS,14,39,True,54,False,Paris,2015/06/09 16:00:16,48.8185744158,2.35326018374,13111 - CIMETIERE DE GENTILLY,13111,OPEN
307,128 AVENUE DANIEL CASANOVA - 94200 IVRY,0,25,True,25,False,Paris,2015/06/09 16:00:16,48.8142062848,2.38420701356,42008 - CASANOVA (IVRY),42008,OPEN
308,AVENUE DAUMESNIL - 75012 PARIS,53,5,True,58,False,Paris,2015/06/09 16:00:16,48.8336548528,2.41346357649,12041 - BOIS DE VINCENNES,12041,OPEN
309,FACE 10 RUE FRUCTIDOR / FACE BAT 2 LE COLYSEE - 93400 SAINT OUEN,5,17,True,24,False,Paris,2015/06/09 16:00:16,48.9008896269,2.3248198078,34001 - FRUCTIDOR (SAINT OUEN),34001,OPEN
310,64 RUE DE MADAME DE SANZILLON - 92110 CLICHY,15,7,True,22,False,Paris,2015/06/09 16:00:16,48.9036767023,2.31917665758,21104 - SANZILLON (CLICHY),21104,OPEN
311,45 RUE DES BOULETS - 75011 PARIS,18,5,True,23,False,Paris,2015/06/09 16:00:16,48.8521930954,2.38902165058,11009 - RUE DES BOULETS,11009,OPEN
312,8 RUE MANIN - 75019 PARIS,21,2,True,23,False,Paris,2015/06/09 16:00:16,48.8830298393,2.38634884002,19031 - MANIN CRIMEE,19031,OPEN
313,47 RUE VOLTAIRE - 92300 LEVALLOIS-PERRET,22,3,True,25,False,Paris,2015/06/09 16:00:16,48.891962329,2.28420499011,23010 - VOLTAIRE (LEVALLOIS),23010,OPEN
314,121 AVENUE D'ITALIE - 75013 PARIS,23,8,True,31,False,Paris,2015/06/09 16:00:16,48.8211593208,2.35870121788,13031 - ITALIE MAISON BLANCHE,13031,OPEN
315,01 RUE LALLIER - 75009 PARIS,29,0,True,29,False,Paris,2015/06/09 16:00:16,48.881032149,2.34077441212,09017 - TRUDAINE MARTYRS,9017,OPEN
316,61 RUE DE BERCY - 75012 PARIS,0,36,True,36,False,Paris,2015/06/09 16:00:16,48.837721459,2.38221733705,12026 - PARC DE BERCY,12026,OPEN
317,71 BOULEVARD DIDEROT - 75012 PARIS,8,13,True,21,False,Paris,2015/06/09 16:00:16,48.8472963106,2.38570767222,12012 - REUILLY DIDEROT,12012,OPEN
318,3 RUE PASCAL - 75005 PARIS,1,48,True,49,False,Paris,2015/06/09 16:00:16,48.8389938245,2.34993205296,05026 - MOUFFETARD SAINT MEDARD,5026,OPEN
319,12 BD DES FILLES DU CALVAIRE - 75011 PARIS,17,21,True,42,False,Paris,2015/06/09 16:00:16,48.8612050519,2.3673523288,11045 - SAINT SEBASTIEN FROISSARD,11045,OPEN
320,7 RUE JEAN POULMARCH - 93260 LES LILAS,55,1,True,56,True,Paris,2015/06/09 16:00:16,48.8794000532,2.41616066183,32602 - POULMARCH (LES LILAS),32602,OPEN
321,12 RUE ETIENNE JOGELLE - 75018 PARIS,31,1,True,33,True,Paris,2015/06/09 16:00:16,48.8879401639,2.32612442031,18046 - FOURCHE,18046,OPEN
322,14 RUE DE MARSEILLE - 75010 PARIS,25,29,True,56,False,Paris,2015/06/09 16:00:16,48.871662662,2.36393331138,10014 - BEAUREPAIRE,10014,OPEN
323,1 AVENUE DE LA PORTE DE LA VILLETTE - 75019 PARIS,14,13,True,27,False,Paris,2015/06/09 16:00:16,48.8984900531,2.38612000821,19115 - PORTE DE LA VILLETTE,19115,OPEN
324,4 PLACE DU CARDINAL LAVIGERIE - 75012 PARIS,17,29,True,46,False,Paris,2015/06/09 16:00:16,48.8329341937,2.4026367494,12113 - CARDINAL LAVIGERIE,12113,OPEN
325,300 RUE DES PYRENEES - 75020 PARIS,47,0,True,47,True,Paris,2015/06/09 16:00:16,48.8721573799,2.39173917378,20042 - PYRENEES ERMITAGE,20042,OPEN
326,QUAI BRANLY - 75007 PARIS,2,57,True,60,False,Paris,2015/06/09 16:00:16,48.8608977979,2.29559959845,07023 - BOURDONNAIS TOUR EIFFEL,7023,OPEN
327,70 - 72 RUE LEPIC - 75018 PARIS,21,1,True,22,True,Paris,2015/06/09 16:00:16,48.887573071,2.33432733642,18113 - LEPIC,18113,OPEN
328,FACE 109 BOULEVARD SERURIER - 75019 PARIS,18,0,True,18,True,Paris,2015/06/09 16:00:16,48.8806060536,2.39789629061,19027 - SERRURIER,19027,OPEN
329,RUE GABRIEL PERI ANGLE AVENUE JAURES - 93310 LE PRE SAINT GERVAIS,14,4,True,18,True,Paris,2015/06/09 16:00:16,48.8865269833,2.40746868939,33102 - JAURES 1 (PRE SAINT GERVAIS),33102,OPEN
330,53 RUE MIGUEL HIDALGO - 75019 PARIS,14,2,True,16,True,Paris,2015/06/09 16:00:16,48.8819531724,2.39249621665,19026 - DANUBE,19026,OPEN
331,34 BOULEVARD DE REIMS - 75017 PARIS,30,6,True,36,False,Paris,2015/06/09 16:00:16,48.8888000206,2.29631993184,17028 - PORTE DE COURCELLE,17028,OPEN
332,143 BOULEVARD DE PEREIRE - 75017 PARIS,21,2,True,23,False,Paris,2015/06/09 16:00:16,48.8836391539,2.29515206745,17030 - RENNEQUIN PEREIRE,17030,OPEN
333,1 RUE DE LA FIDELITE - 75010 PARIS,10,3,True,13,False,Paris,2015/06/09 16:00:16,48.8745750368,2.3567967652,10017 - GARE DE L'EST SAINT LAURENT,10017,OPEN
334,01 RUE CAUCHY - 75015 PARIS,0,47,True,49,False,Paris,2015/06/09 16:00:16,48.8434172324,2.27510833206,15103 - SQUARE DES CÉVENNES,15103,OPEN
335,FACE 80 RUE BOTZARIS - 75019 PARIS,17,0,True,17,True,Paris,2015/06/09 16:00:16,48.8795614522,2.38896041078,19025 - BOTZARIS,19025,OPEN
336,1 RUE DU CDT RIVIERE - 75008 PARIS,3,24,True,27,False,Paris,2015/06/09 16:00:16,48.8727876808,2.30972258893,08033 - SAINT PHILIPPE DU ROULE,8033,OPEN
337,1 RUE SAINT BON - 75004 PARIS,2,17,True,19,False,Paris,2015/06/09 16:00:16,48.8579996433,2.35021728098,04018 - RIVOLI SEBASTOPOL,4018,OPEN
338,91 RUE MICHEL ANGE - 75016 PARIS,23,3,True,26,False,Paris,2015/06/09 16:00:16,48.8406103997,2.2583736582,16118 - MICHEL ANGE,16118,OPEN
339,11 RUE THOREL - 75002 PARIS,14,1,True,16,False,Paris,2015/06/09 16:00:16,48.8700006172,2.34899551805,02107 - THOREL,2107,OPEN
340,3 RUE ROGER SALENGRO -  94270 LE KREMLIN BICETRE,26,4,True,30,False,Paris,2015/06/09 16:00:16,48.8146624956,2.36134550272,42706 - SALENGRO (KREMLIN BICETRE),42706,OPEN
341,Pyramide  (proche rond-point Route de la Ferme) - 75012 PARIS,8,25,True,33,False,Paris,2015/06/09 16:00:16,48.82256,2.45877,12128 - ROUTE DE LA PYRAMIDE- ECOLE DU BREUIL,12128,OPEN
342,13 RUE DES GATINES - 75020 PARIS,24,0,True,24,True,Paris,2015/06/09 16:00:16,48.8653941647,2.39781447531,20025 - GAMBETTA GATINES,20025,OPEN
343,152 RUE JEAN JAURES - 92800 PUTEAUX,0,35,True,35,False,Paris,2015/06/09 16:00:16,48.8804708722,2.2373624463,28003 - JAURES (PUTEAUX),28003,OPEN
344,49 RUE DE LA TOMBE D'ISSOIRE - 75014 PARIS,2,33,True,36,False,Paris,2015/06/09 16:00:16,48.8305559994,2.33378329803,14009 - COTY TOMBE D'ISSOIRE,14009,OPEN
345,140 AVENUE PARMENTIER - 75011 PARIS,50,3,True,53,False,Paris,2015/06/09 16:00:16,48.8694696053,2.37153681066,11035 - GONCOURT,11035,OPEN
346,32 RUE CHAMPIONNET - 75018 PARIS,22,0,True,22,False,Paris,2015/06/09 16:00:16,48.8954703704,2.34986545092,18101 - CHAMPIONNET,18101,OPEN
347,7 QUAI DE METZ - 75019 PARIS,25,8,True,33,False,Paris,2015/06/09 16:00:16,48.89106,2.3865,19123 - QUAI DE METZ,19123,OPEN
348,32 RUE CAMBRONNE - 75015 PARIS,21,39,True,62,False,Paris,2015/06/09 16:00:16,48.8458314196,2.30175308699,15011 - THEBAUD RUE DE CAMBRONNE,15011,OPEN
349,FACE 28 RUE FRANCOIS TRUFFAUT - 75012 PARIS,4,62,True,66,False,Paris,2015/06/09 16:00:16,48.8335083325,2.3861331687,12033 - SAINT EMILION,12033,OPEN
350,2 RUE GODOT DE MAUROY - 75009 PARIS,0,22,True,22,False,Paris,2015/06/09 16:00:16,48.8699566816,2.32659965711,09034 - GODOT DE MAUROY,9034,OPEN
351,90 AVENUE DU MAINE - 75014 PARIS,48,0,True,48,True,Paris,2015/06/09 16:00:16,48.8378836278,2.32255164002,14035 - MAINE GAITE,14035,OPEN
352,FACE AU 1 RUE LECORBUSIER - 92100 BOULOGNE-BILLANCOURT,16,28,True,46,False,Paris,2015/06/09 16:00:16,48.8379982953,2.24084666482,21009 - LECORBUSIER (BOULOGNE-BILLANCOURT),21009,OPEN
353,22 AVENUE DE LA PORTE D'ASNIERES - 75017 PARIS,31,5,True,36,False,Paris,2015/06/09 16:00:16,48.8905862156,2.30345740869,17023 - AVENUE DE LA PORTE D'ASNIÈRES,17023,OPEN
354,44 BOULEVARD DE BELLEVILLE - 75020 PARIS,43,3,True,48,False,Paris,2015/06/09 16:00:16,48.8689406429,2.3812826011,20039 - COURONNES,20039,OPEN
355,4 RUE DES BELLES FEUILLES - 75016 PARIS,23,0,True,23,True,Paris,2015/06/09 16:00:16,48.8658554964,2.28285990898,16010 - BELLES FEUILLES,16010,OPEN
356,2 RUE BALZAC - 75008 PARIS,27,3,True,30,False,Paris,2015/06/09 16:00:16,48.872882991,2.29997293264,08052 - WASHINGTON,8052,OPEN
357,105 RUE JOUFFROY D'ABBANS - 75017 PARIS,9,31,True,41,False,Paris,2015/06/09 16:00:16,48.8818571507,2.30113837818,17026 - WAGRAM COURCELLES,17026,OPEN
358,73 RUE DU GENERAL LECLERC - 94270 LE KREMELIN BICETRE,19,0,True,20,True,Paris,2015/06/09 16:00:16,48.8104774996,2.35817289646,42702 - LECLERC (KREMLIN BICETRE),42702,OPEN
359,89 RUE DE L'ABBE CARTON - 75014 PARIS,24,0,True,24,False,Paris,2015/06/09 16:00:16,48.8277462661,2.32071409809,14110 - ABBE CARTON,14110,OPEN
360,3 BOULEVARD DE DENAIN - 75010 PARIS,20,5,True,25,False,Paris,2015/06/09 16:00:16,48.8790493108,2.35415909596,10152 - GARE DU NORD 2,10152,OPEN
361,2 AVENUE DE LA PORTE DE MONTROUGE - 75014 PARIS,26,7,True,33,False,Paris,2015/06/09 16:00:16,48.8234163005,2.32293685711,14107 - PORTE DE MONTROUGE 2,14107,OPEN
362,60 RUE DU THEATRE - 75015 PARIS,24,29,True,53,False,Paris,2015/06/09 16:00:16,48.8481703414,2.28990664646,15031 - THEATRE,15031,OPEN
363,1 RUE DES BOULETS - 75011 PARIS,36,5,True,41,False,Paris,2015/06/09 16:00:16,48.8492592621,2.39175461419,11010 - ST ANTOINE GONNET,11010,OPEN
364,37 AVENUE BOSQUET - 75007 PARIS,22,27,True,50,False,Paris,2015/06/09 16:00:16,48.8586517095,2.30371658023,07021 - BOSQUET SAINT DOMINIQUE,7021,OPEN
365,89 AVENUE RAYMOND POINCARE - 75016 PARIS,22,2,True,25,False,Paris,2015/06/09 16:00:16,48.8703061244,2.28507454142,16005 - POINCARE VICTOR HUGO,16005,OPEN
366,ANGLE AVENUE JEAN MONNET ET BOULEVARD DES ILES -  92130 ISSY LES MOULINEAUX,11,20,True,31,False,Paris,2015/06/09 16:00:16,48.823450547,2.24966529829,21303 - ILES (ISSY LES MOULINEAUX),21303,OPEN
367,13 RUE FRANQUET - 75015 PARIS,35,1,True,36,False,Paris,2015/06/09 16:00:16,48.8328539083,2.30689847821,15041 - LABROUSTE,15041,OPEN
368,18 RUE MARIE ANDREE LAGROUA - 75013 PARIS,19,41,True,61,False,Paris,2015/06/09 16:00:16,48.8285952839,2.38022060627,13055 - LAGROUA,13055,OPEN
369,FACE AU 128 RUE DES ENFANTS DU PARADIS - 92100 BOULOGNE BILLANCOURT,5,35,True,40,False,Paris,2015/06/09 16:00:16,48.8331749589,2.2570058673,21021 - PARADIS (BOULOGNE-BILLANCOURT),21021,OPEN
370,148 QUAI DE JEMMAPES - 75010 PARIS,15,0,True,15,False,Paris,2015/06/09 16:00:16,48.8774203431,2.36601144898,10025 - ECLUSES SAINT MARTIN,10025,OPEN
371,27 RUE BOYER - 75020 PARIS,15,0,True,18,True,Paris,2015/06/09 16:00:16,48.8689101274,2.39202048929,20121 - MENILMONTANT BOYER,20121,OPEN
372,2 RUE ROUVET - 75019 PARIS,44,2,True,47,False,Paris,2015/06/09 16:00:16,48.89338005,2.3849997569,19011 - ROUVET DAMPIERRE,19011,OPEN
373,28 AVENUE DE CHOISY - 75013 PARIS,7,17,True,24,False,Paris,2015/06/09 16:00:16,48.8219079688,2.36333471061,13038 - CHOISY POINT D'IVRY,13038,OPEN
374,27 RUE THERESE - 75001 PARIS,4,21,True,25,False,Paris,2015/06/09 16:00:16,48.8664835145,2.33443342122,01016 - OPERA PYRAMIDES,1016,OPEN
375,6 RUE FRANCAISE - 75001 PARIS,12,5,True,18,False,Paris,2015/06/09 16:00:16,48.8640650469,2.34759791272,01102 - FRANCAISE,1102,OPEN
376,4 RUE JEAN DE LA FONTAINE - 75016 PARIS,27,42,True,69,False,Paris,2015/06/09 16:00:16,48.8527869441,2.27558058419,16025 - FONTAINE RAYNOUARD,16025,OPEN
377,1 BIS RUE DE SIAM - 75016 PARIS,10,6,True,16,False,Paris,2015/06/09 16:00:16,48.861720329,2.27534656856,16017 - RUE DE SIAM,16017,OPEN
378,GARE ROUTIERE - ARRET TRAM - 92210 SAINT CLOUD,17,33,True,50,False,Paris,2015/06/09 16:00:16,48.843126206,2.22218923568,22101 - GARE ROUTIERE ( SAINT CLOUD),22101,OPEN
379,41 RUE DU REPOS - 75020 PARIS,27,6,True,33,False,Paris,2015/06/09 16:00:16,48.8593585236,2.38961313668,20131 - REPOS,20131,OPEN
380,7 RUE SAINT DENIS - 75001 PARIS,2,48,True,50,False,Paris,2015/06/09 16:00:16,48.8591502873,2.34762008768,01003 - RIVOLI SAINT DENIS,1003,OPEN
381,RUE GUY MOQUET - 75017 PARIS,45,0,True,45,False,Paris,2015/06/09 16:00:16,48.892822963,2.32680348983,17001 - GUY MOQUET,17001,OPEN
382,10 RUE BOUCHER - 75001 PARIS,0,25,True,25,False,Paris,2015/06/09 16:00:16,48.8594623892,2.34436612845,01010 - PONT NEUF,1010,OPEN
383,3 RUE BROCHANT - 75017 PARIS,17,4,True,21,False,Paris,2015/06/09 16:00:16,48.8881869858,2.31686114315,17016 - BROCHANT,17016,OPEN
384,37 RUE DE LA ROQUETTE - 75011 PARIS,8,15,True,23,False,Paris,2015/06/09 16:00:16,48.8551062954,2.37342454193,11002 - ROQUETTE THIERE,11002,OPEN
385,RUE PIERRE ET JOSEPH DESAULT - 75013 PARIS,2,15,True,19,False,Paris,2015/06/09 16:00:16,48.8211387514,2.37871860661,13120 - VITRY DESAULT,13120,OPEN
386,FACE 4 BD MALESHERBES - 75008 PARIS,0,64,True,64,False,Paris,2015/06/09 16:00:16,48.8704218834,2.32328899479,08004 - MALESHERBES PASQUIER,8004,OPEN
387,30 RUE PIAT - 75020 PARIS,21,0,True,21,True,Paris,2015/06/09 16:00:16,48.8719562664,2.38498139028,20113 - PARC DE BELLEVILLE,20113,OPEN
388,80 RUE DE L'AQUEDUC - 75010 PARIS,29,0,True,29,False,Paris,2015/06/09 16:00:16,48.8838432657,2.36711064403,10036 - AQUEDUC,10036,OPEN
389,136 RUE DE PARIS - 94220 CHARENTON,0,28,True,28,False,Paris,2015/06/09 16:00:16,48.8266572063,2.40587672301,42207 - PARIS 3 (CHARENTON),42207,OPEN
390,42 ALLEE VIVALDI - 75012 PARIS,24,3,True,27,False,Paris,2015/06/09 16:00:16,48.8419236633,2.38972897947,12028 - VIVALDI,12028,OPEN
391,9 RUE DE DANTE - 75005 PARIS,2,16,True,20,False,Paris,2015/06/09 16:00:16,48.8509772298,2.34607682591,05008 - ST GERMAIN-DANTE,5008,OPEN
392,189 RUE SAINT DENIS - 75002 PARIS,20,11,True,31,False,Paris,2015/06/09 16:00:16,48.8661457465,2.35084459529,02003 - ALLEE PIERRE LAZAEFF,2003,OPEN
393,PLACE DU LIEUTENANT HENRI KARCHER - 75001 PARIS,2,29,True,31,False,Paris,2015/06/09 16:00:16,48.8634305019,2.34016976702,01026 - COLONEL DRIANT,1026,OPEN
394,3 RUE DU JOURDAIN - 75020 PARIS,19,0,True,20,True,Paris,2015/06/09 16:00:16,48.8740924809,2.38943590833,20112 - JOURDAIN,20112,OPEN
395,161 AVENUE MALAKOFF - 75016 PARIS,32,1,True,34,False,Paris,2015/06/09 16:00:16,48.8766926874,2.28345759338,16101 - MALAKOFF,16101,OPEN
396,83 RUE LEGENDRE - 75017 PARIS,28,1,True,29,False,Paris,2015/06/09 16:00:16,48.8877723254,2.32036786584,17110 - LEGENDRE,17110,OPEN
397,26 RUE DU COLONEL PIERRE AVIA - 75015 PARIS,0,29,True,29,False,Paris,2015/06/09 16:00:16,48.8296843301,2.27534258685,15120 - AVIA,15120,OPEN
398,12 BIS RUE DE LA GRANGE AUX BELLES - 75010 PARIS,54,5,True,59,False,Paris,2015/06/09 16:00:16,48.8747949948,2.36666943698,10114 - HOPITAL SAINT LOUIS,10114,OPEN
399,PLACE DE LA PORTE DE CHAMPERET - 75017 PARIS,21,6,True,27,False,Paris,2015/06/09 16:00:16,48.8856174163,2.29078141128,17031 - PORTE DE CHAMPERET,17031,OPEN
400,17 RUE DES BEAUX ARTS - 75006 PARIS,0,19,True,19,False,Paris,2015/06/09 16:00:16,48.8564374097,2.33479762295,06021 - BONAPARTE BEAUX ARTS,6021,OPEN
401,51 RUE DES VIGNES - 75016 PARIS,10,10,True,20,False,Paris,2015/06/09 16:00:16,48.8561507434,2.27518841467,16031 - BOULAINVILLIERS,16031,OPEN
402,3 RUE TRAKTIR - 75016 PARIS,18,3,True,21,False,Paris,2015/06/09 16:00:16,48.872799156,2.29150817943,16103 - TRAKTIR,16103,OPEN
403,2 RUE BLAISE DESGOFFE - 75006 PARIS,21,10,True,31,False,Paris,2015/06/09 16:00:16,48.8461298915,2.32424057814,06027 - VAUGIRARD DESGOFFE,6027,OPEN
404,25 RUE BAYARD - 75008 PARIS,3,28,True,35,False,Paris,2015/06/09 16:00:16,48.8672932362,2.30769160565,08030 - MONTAIGNE,8030,OPEN
405,17 BOULEVARD DU MORLAND - 75004 PARIS,11,25,True,36,False,Paris,2015/06/09 16:00:16,48.8499600353,2.36323986872,04105 - MORLAND,4105,OPEN
406,63 BOULEVARD DAVOUT / ANGLE 84 RUE VOLGA 75020 PARIS,26,1,True,27,False,Paris,2015/06/09 16:00:16,48.85291968,2.41052290978,20044 - DAVOUT VOLGA,20044,OPEN
407,ROUTE DE LA CEINTURE DU LAC DAUMESNIL - 75012 PARIS,43,7,True,50,False,Paris,2015/06/09 16:00:16,48.827725237,2.41827234237,12120 - CONSERVATION,12120,OPEN
408,2 BOULEVARD FLANDRIN - 75016 PARIS,14,3,True,17,False,Paris,2015/06/09 16:00:16,48.8644114095,2.27244864765,16018 - FLANDRIN,16018,OPEN
409,150 RUE NATIONALE - 75013 PARIS,6,30,True,36,False,Paris,2015/06/09 16:00:16,48.8309574641,2.36410705325,13042 - NATIONALE BACH,13042,OPEN
410,FACE AU 60 AVENUE CHARLES DE GAULLES - 94130 NOGENT SUR MARNE,33,17,True,50,False,Paris,2015/06/09 16:00:16,48.8364811292,2.47946426871,41302 - CHARLES DE GAULLE (NOGENT),41302,OPEN
411,109 RUE  PAUL VAILLANT COUTURIER - 92300 LEVALLOIS,26,9,True,35,False,Paris,2015/06/09 16:00:16,48.8981970226,2.29384801797,23004 - COUTURIER 2 (LEVALLOIS),23004,OPEN
412,212 RUE DE CHARENTON - 75012 PARIS,28,2,True,30,False,Paris,2015/06/09 16:00:16,48.8408694597,2.38756433493,12109 - CHAROLAIS,12109,OPEN
413,79 RUE DE LA VICTOIRE - 75009 PARIS,8,36,True,44,False,Paris,2015/06/09 16:00:16,48.8751858642,2.33203631337,09030 - VICTOIR CHAUSSEE D ANTIN,9030,OPEN
414,93 RUE CAULAINCOURT - 75018 PARIS,37,1,True,38,True,Paris,2015/06/09 16:00:16,48.889677905,2.33817871443,18017 - PECQUEUR,18017,OPEN
415,22-24 RUE DE CHARTRES - 75018 PARIS,32,1,True,33,False,Paris,2015/06/09 16:00:16,48.884706864,2.35358041023,18107 - CHARTRES,18107,OPEN
416,FACE 4 BOULEVARD PASTEUR - 75015 PARIS,30,32,True,62,False,Paris,2015/06/09 16:00:16,48.8448380192,2.31108550609,15008 - SEVRES LECOURBE,15008,OPEN
417,23 AVENUE DE SEGUR - 75007 PARIS,0,18,True,18,False,Paris,2015/06/09 16:00:16,48.8512943346,2.3097476156,07018 - SEGUR ESTREES,7018,OPEN
418,RUE DE LA CLOTURE / ANGLE RUE DU DEBARCADERE - 75019 PARIS,0,0,True,50,False,Paris,2015/06/09 16:00:16,48.8971300531,2.39607900821,19044 - GRANDS MOULINS,19044,CLOSED
419,58 RUE DES VINAIGRIERS - 75010 PARIS,21,3,True,24,False,Paris,2015/06/09 16:00:16,48.8732678412,2.35932361343,10012 - VINAIGRIERS,10012,OPEN
420,3 AVENUE BOSQUET - 75007 PARIS,0,69,True,69,False,Paris,2015/06/09 16:00:16,48.8616404996,2.30225034418,07022 - PONT DE L'ALMA,7022,OPEN
421,FACE AU 12 RUE CANDALE - 93500 PANTIN,20,5,True,25,False,Paris,2015/06/09 16:00:16,48.8894858402,2.41430751511,35012 - CANDALE (PANTIN),35012,OPEN
422,14 RUE DU PONT NEUF - 75001 PARIS,0,24,True,24,False,Paris,2015/06/09 16:00:16,48.8602451945,2.34433354527,01009 - PONT NEUF - 14,1009,OPEN
423,1 PLACE HENRI ROLLET - 75015 PARIS,7,1,True,8,False,Paris,2015/06/09 16:00:16,48.8359810045,2.29346711913,15051 - ROLLET,15051,OPEN
424,26 RUE MARYSE HILSZ - 75020 PARIS,9,14,True,23,False,Paris,2015/06/09 16:00:16,48.8512852762,2.41273364163,20107 - STADE MARYSE HILSZ,20107,OPEN
425,10 BOULEVARD DES BATIGNOLLES SUR TPC - 75008 PARIS,44,3,True,47,False,Paris,2015/06/09 16:00:16,48.8833180444,2.32620717539,08012 - CLICHY,8012,OPEN
426,FACE 8 RUE SALOMON DE CAUS - 75003 PARIS,11,13,True,24,False,Paris,2015/06/09 16:00:16,48.8674979894,2.35366081625,03012 - GAITE LYRIQUE,3012,OPEN
427,2 RUE DE MAZAGRAN - 75010 PARIS,23,1,True,24,False,Paris,2015/06/09 16:00:16,48.8702780786,2.35128163669,10105 - BONNE NOUVELLE PROP2,10105,OPEN
428,FACE 45 RUE CAUMARTIN - 75009 PARIS,0,48,True,51,False,Paris,2015/06/09 16:00:16,48.8727950199,2.32831574262,09033 - HAVRE CAUMARTIN,9033,OPEN
429,49-51 BD ROMAIN ROLLAND - 75014 PARIS,17,8,True,25,False,Paris,2015/06/09 16:00:16,48.8203236461,2.32300304092,14116 - ROMAIN ROLLAND,14116,OPEN
430,2 RUE MONTGALLET - 75012 PARIS,13,2,True,16,False,Paris,2015/06/09 16:00:16,48.8426477787,2.38616492781,12027 - MONTGALLET CHARENTON,12027,OPEN
431,54 AVENUE EDISON - 75013 PARIS,12,6,True,18,False,Paris,2015/06/09 16:00:16,48.8290266697,2.36106902409,13034 - EDISON,13034,OPEN
432,28 RUE J.B.PIGALLE - 75009 PARIS,17,0,True,17,False,Paris,2015/06/09 16:00:16,48.8793982645,2.33370917334,09026 - BRUYERE PIGALLE,9026,OPEN
433,62 RUE LEGENDRE - 75017 PARIS,22,0,True,22,False,Paris,2015/06/09 16:00:16,48.8854377309,2.31647383591,17013 - LEGENDRE,17013,OPEN
434,175/179 RUE DE PARIS - 93100 MONTREUIL,35,11,True,46,False,Paris,2015/06/09 16:00:16,48.8555013129,2.42205573361,31004 - PARIS 2 (MONTREUIL),31004,OPEN
435,3 RUE BOUDREAU - 75009 PARIS,1,13,True,15,False,Paris,2015/06/09 16:00:16,48.8721902514,2.329423494,09106 - AUBER,9106,OPEN
436,12 RUE FRANCOIS MILLET - 75016 PARIS,15,51,True,66,False,Paris,2015/06/09 16:00:16,48.8510048747,2.27246948292,16028 - MILLET - JEAN DE LA FONTAINE,16028,OPEN
437,50 RUE LEIBNITZ - 75018 PARIS,39,0,True,41,False,Paris,2015/06/09 16:00:16,48.8963283485,2.33339042383,18034 - LEIBNITZ,18034,OPEN
438,1 RUE HENRI BARBUSSE - 75005 PARIS,15,0,True,15,False,Paris,2015/06/09 16:00:16,48.8437569813,2.33930672198,05010 - SAINT MICHEL HENRI BARBUSSE,5010,OPEN
439,224 RUE DE BERCY - 75012 PARIS,2,28,True,30,False,Paris,2015/06/09 16:00:16,48.8461880015,2.37040616152,12102 - DIDEROT BERCY,12102,OPEN
440,8-10 RUE DE POISSY - 75005 PARIS,15,10,True,25,False,Paris,2015/06/09 16:00:16,48.8496904114,2.3529701836,05019 - POISSY,5019,OPEN
441,RUE MOLITOR - 75016 PARIS,28,3,True,34,False,Paris,2015/06/09 16:00:16,48.8450971265,2.2657241479,16038 - RUE MOLITOR,16038,OPEN
442,19 RUE ROSSINI - 75009 PARIS,13,19,True,33,False,Paris,2015/06/09 16:00:16,48.8733462751,2.3379808677,09022 - LAFITTE ROSSINI,9022,OPEN
443,80 RUE OBERKAMPF - 75011 PARIS,20,2,True,22,False,Paris,2015/06/09 16:00:16,48.8653079842,2.37601991202,11030 - SAINT MAUR OBERKAMPF,11030,OPEN
444,AVENUE LOUIS BARTHOU / PLACE DE LA COLOMBIE - 75016 PARIS,32,0,True,33,False,Paris,2015/06/09 16:00:16,48.863757931,2.26750468357,16130 - BOIS DE BOULOGNE / PORTE DE LA MUETTE 2,16130,OPEN
445,AVENUE DES MURS DU PARC - 94300 VINCENNES,47,3,True,50,False,Paris,2015/06/09 16:00:16,48.8469612602,2.4522373966,43009 - MURS DU PARC (VINCENNES),43009,OPEN
446,2 RUE D'ARSONVAL - 75015 PARIS,23,2,True,25,False,Paris,2015/06/09 16:00:16,48.8404004037,2.3131178673,15113 - FALGUIERE ARSONVAL,15113,OPEN
447,41 QUAI DE L'HORLOGE - 75001 PARIS,0,15,True,16,False,Paris,2015/06/09 16:00:16,48.8570916352,2.34174799516,01001 - ILE DE LA CITE PONT NEUF,1001,OPEN
448,132 BOULEVARD DE CLICHY - 75018 PARIS,29,3,True,32,False,Paris,2015/06/09 16:00:16,48.884127108,2.32880709819,18044 - CLICHY,18044,OPEN
449,2 RUE PAUL VAILLANT COUTURIER - 92300 LEVALLOIS,6,29,True,35,False,Paris,2015/06/09 16:00:16,48.8936146525,2.27761872722,23001 - COUTURIER 1 (LEVALLOIS),23001,OPEN
450,18 AVENUE MARC MAHON - 75017 PARIS,24,1,True,25,False,Paris,2015/06/09 16:00:16,48.8775320841,2.29451253605,17046 - MAC MAHON,17046,OPEN
451,FACE 210 AVENUE JEAN JAURES - 75019 PARIS,36,24,True,60,False,Paris,2015/06/09 16:00:16,48.8887860708,2.39268612207,19018 - CITÉ DE LA MUSIQUE,19018,OPEN
